monto_prestamo,plazo,tasa_interes,trabajo_prestatario,antiguedad_prestatario,estatus_vivienda,ingreso_anual,estatus_verif_ingreso,fecha_prestamo,estatus_prestamo,tipo_prestamo,estado_vive,proporcion_pagos,pagos_recib,cargos_atrasados,pagos_mes_anterior,meses_mala_calif,tipo_solicitud,ingreso_conjunto,cuentas_mora,saldo_total,saldo_plazos,hipotecas,metodo_recibe_pago
22400,60 months,16.99,Mechanic,7 years,RENT,90000,Verified,01-09-2015,Current,Debt consolidation,NJ,21.95,22897.35,0,01-01-2019,65,Individual,,0,60367,,0,Cash
11200,60 months,18.25,Electrician,2 years,RENT,42000,Source Verified,01-09-2015,Current,Credit card refinancing,MN,18,11700.83,0,01-02-2019,,Individual,,0,41161,,0,Cash
14750,36 months,19.19,Personnel Specialist,10+ years,RENT,51000,Verified,01-09-2015,Fully Paid,Debt consolidation,CA,29.15,19498.7416208689,0,01-08-2018,,Individual,,0,53544,,0,Cash
14000,36 months,10.99,President,10+ years,RENT,101000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,CO,10.97,16255.2716268946,0,01-10-2017,,Individual,,0,70167,,1,Cash
35000,60 months,18.55,Wood Division Manager,< 1 year,MORTGAGE,90000,Source Verified,01-09-2015,Charged Off,Credit card refinancing,CA,10.73,28069.18,0,01-04-2017,,Individual,,0,373536,,3,Cash
6000,36 months,9.17,Sales Consultant,3 years,RENT,50000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,IL,24.41,6192.94,0,01-01-2016,16,Individual,,0,34243,,0,Cash
35000,36 months,12.69,IT Engineer,< 1 year,RENT,145600,Source Verified,01-09-2015,Fully Paid,Major purchase,CA,9.11,41858.2737761238,0,01-12-2017,33,Individual,,0,31922,,2,Cash
6000,36 months,10.99,Warehouse Technician,< 1 year,RENT,45000,Verified,01-09-2015,Fully Paid,Debt consolidation,AZ,22.57,7066.840839051,0,01-09-2018,,Individual,,0,42210,,0,Cash
6025,36 months,14.65,Strategic Marketing Consultant,10+ years,OWN,81000,Verified,01-09-2015,Fully Paid,Home improvement,MA,13.56,7408.0798768474,0,01-07-2018,19,Individual,,0,21569,,1,Cash
12000,60 months,18.55,teacher,4 years,MORTGAGE,47000,Not Verified,01-09-2015,Current,Debt consolidation,MO,35.83,12616.8,0,01-02-2019,,Individual,,0,216199,,1,Cash
3175,36 months,11.53,specialty pharmacy facility supervisor,10+ years,OWN,50500,Source Verified,01-09-2015,Fully Paid,Other,TN,14.69,3670.36710488,0,01-08-2017,42,Individual,,0,29667,,0,Cash
14700,60 months,17.86,Branch Manager,10+ years,MORTGAGE,116000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,FL,14.57,17339.31,0,01-10-2016,,Individual,,0,64185,,2,Cash
13000,60 months,19.19,Housekeeping Dept,10+ years,MORTGAGE,35825,Source Verified,01-09-2015,Fully Paid,Debt consolidation,PA,13.43,16571.0998430232,0,01-04-2017,,Individual,,0,160870,,1,Cash
12000,36 months,18.55,Campus Technology Support Specialist,4 years,RENT,58000,Not Verified,01-09-2015,Charged Off,Debt consolidation,TX,33.95,4873.49,0,01-06-2016,,Individual,,1,143721,,0,Cash
22000,60 months,8.18,Campus President,9 years,MORTGAGE,135000,Not Verified,01-09-2015,Current,Debt consolidation,FL,15.68,18347.18,0,01-02-2019,,Individual,,0,415825,,5,Cash
9000,36 months,13.33,Account Manager,10+ years,OWN,47000,Source Verified,01-09-2015,Fully Paid,Home improvement,NC,10.09,10998.4993189882,0,01-10-2018,,Individual,,0,6198,,0,Cash
12200,36 months,12.69,Pastor,2 years,MORTGAGE,55000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,PA,10.34,14715.66652141,0,01-09-2018,59,Individual,,0,218045,,3,Cash
19000,60 months,15.61,RCA,< 1 year,RENT,52400,Source Verified,01-09-2015,Fully Paid,Debt consolidation,NV,29.68,25762.252706436,0,01-08-2018,,Individual,,0,39012,,0,Cash
20000,36 months,8.18,Director Tennis & Physical Movement,10+ years,MORTGAGE,113000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,HI,13.88,21095.6700000109,31.42,01-05-2016,,Individual,,0,459899,,1,Cash
4325,36 months,16.99,Copy coordinator,1 year,RENT,37500,Verified,01-09-2015,Fully Paid,Major purchase,NJ,3.65,5234.0257188176,0,01-05-2017,20,Individual,,0,13409,,0,Cash
3850,36 months,17.57,Security Officer,10+ years,RENT,50000,Source Verified,01-09-2015,Charged Off,Debt consolidation,TX,23.76,1692.62,0,01-07-2016,35,Individual,,0,32946,,0,Cash
10000,36 months,8.18,Bar manager/beverage director,6 years,RENT,75000,Source Verified,01-09-2015,Fully Paid,Credit card refinancing,CA,7.47,11141.9267546937,0,01-08-2017,,Individual,,0,10607,,0,Cash
30000,60 months,12.69,Mortgage Loan Consultant,10+ years,MORTGAGE,110000,Source Verified,01-09-2015,Current,Debt consolidation,CT,33.43,27749.55,0,01-02-2019,,Individual,,0,377655,,5,Cash
7000,36 months,15.61,Escrow officer,< 1 year,RENT,60000,Verified,01-09-2015,Fully Paid,Debt consolidation,HI,26.72,8781.6850570941,0,01-03-2018,,Individual,,0,50122,,4,Cash
12000,36 months,5.32,Senior designer,3 years,RENT,95000,Verified,01-09-2015,Fully Paid,Credit card refinancing,CA,15.12,13002.540002714,0,01-06-2018,,Individual,,0,45009,,0,Cash
21000,36 months,10.99,VP Sales,5 years,RENT,100000,Not Verified,01-09-2015,Fully Paid,Credit card refinancing,CA,33.3,24741.3174723232,0,01-09-2018,,Individual,,0,97420,,0,Cash
10000,60 months,15.61,caption writer,10+ years,RENT,50000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,CA,30.99,11787.5324582392,0,01-12-2016,,Individual,,0,32831,,0,Cash
28000,36 months,13.33,sales manager,1 year,RENT,145000,Source Verified,01-09-2015,Charged Off,Debt consolidation,IL,5.03,26759.92,0,01-12-2017,,Individual,,0,24554,,0,Cash
10500,36 months,5.32,Designer,3 years,MORTGAGE,100000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,TX,13.57,11377.163231676,0,01-09-2018,,Individual,,0,151587,,3,Cash
12000,36 months,9.99,,n/a,RENT,42000,Verified,01-09-2015,Fully Paid,Credit card refinancing,GA,29.2,13756.6199923569,0,01-12-2017,36,Individual,,0,39212,,4,Cash
19000,60 months,14.65,Sales,5 years,RENT,99500,Not Verified,01-09-2015,Fully Paid,Credit card refinancing,CO,22.76,21917.5900135948,0,01-10-2016,41,Individual,,0,68595,,2,Cash
4900,36 months,16.99,warehouse/ driver,8 years,MORTGAGE,45000,Not Verified,01-09-2015,Fully Paid,Home improvement,NY,13.55,6152.6151061033,0,01-11-2017,28,Individual,,0,74338,,2,Cash
12000,60 months,13.33,Lead Specialist,5 years,RENT,45000,Verified,01-09-2015,Current,Debt consolidation,NE,15.15,11300.08,0,01-02-2019,,Individual,,0,83006,,0,Cash
7000,36 months,12.69,paralegal,10+ years,MORTGAGE,89000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,CT,5.46,8454.4899043723,0,01-10-2018,22,Individual,,0,224092,,1,Cash
18400,60 months,19.99,Route Sales Representative,8 years,MORTGAGE,46000,Not Verified,01-09-2015,Charged Off,Debt consolidation,WI,32.25,7064.52,0,01-08-2016,,Individual,,0,125038,,3,Cash
10000,36 months,14.65,Legal Assistant,4 years,MORTGAGE,61000,Verified,01-09-2015,Charged Off,Debt consolidation,CO,12.67,4272.18,0,01-04-2016,,Individual,,0,128843,,4,Cash
6025,36 months,13.99,Electrician,1 year,RENT,40000,Source Verified,01-09-2015,Fully Paid,Credit card refinancing,MA,5.07,7281.2769118664,0,01-12-2017,,Individual,,0,7735,,0,Cash
9000,36 months,12.69,Dispatcher,10+ years,MORTGAGE,72000,Verified,01-09-2015,Fully Paid,Debt consolidation,NJ,21.53,10468.2258505903,0,01-05-2017,,Individual,,0,259345,,1,Cash
10425,60 months,25.78,Technician,2 years,RENT,29000,Verified,01-09-2015,Current,Debt consolidation,CA,36.55,12712.12,0,01-02-2019,22,Individual,,0,28336,,0,Cash
9600,36 months,9.99,Business Relationship Manager,2 years,MORTGAGE,60000,Not Verified,01-09-2015,Fully Paid,Medical expenses,AR,31.32,11088.844992808,0,01-01-2018,74,Individual,,0,363640,,3,Cash
12000,36 months,14.65,Sergeant First Class,10+ years,MORTGAGE,92000,Verified,01-09-2015,Fully Paid,Debt consolidation,VA,18.72,14833.5924358083,0,01-03-2018,62,Individual,,0,87267,,0,Cash
5000,36 months,7.89,Appraiser/Realtor,6 years,OWN,50000,Source Verified,01-09-2015,Fully Paid,Other,PA,20.84,5603.4868044185,0,01-05-2018,,Individual,,0,28213,,2,Cash
10700,60 months,17.86,Loan Processor,8 years,MORTGAGE,25500,Source Verified,01-09-2015,Charged Off,Debt consolidation,IL,31.86,5694.2,0,01-06-2017,,Individual,,0,19883,,0,Cash
6000,36 months,12.29,Sales,4 years,RENT,60000,Source Verified,01-09-2015,Fully Paid,Credit card refinancing,CO,16.89,7200.130803121,0,01-09-2018,68,Individual,,0,52316,,0,Cash
24000,36 months,7.89,"Segment Risk Manager,Sr",3 years,MORTGAGE,100000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,OH,28.93,26675.3009514716,0,01-09-2017,,Individual,,0,373136,,1,Cash
5000,36 months,7.26,,n/a,OWN,15732,Verified,01-09-2015,Fully Paid,Debt consolidation,FL,26.7,5577.241546702,0,01-09-2018,,Individual,,0,9569,,0,Cash
22400,60 months,10.99,Integrated Master Scheduler III,10+ years,RENT,80600,Source Verified,01-09-2015,Charged Off,Debt consolidation,AZ,16.51,13112.65,0,01-12-2017,6,Individual,,0,97434,,2,Cash
18000,36 months,8.18,,n/a,MORTGAGE,70000,Verified,01-09-2015,Fully Paid,Debt consolidation,NY,38.89,20031.5584170013,0,01-08-2017,,Individual,,0,184284,,0,Cash
35000,60 months,19.99,Trainmaster,10+ years,MORTGAGE,95000,Source Verified,01-09-2015,Late (31-120 days),Debt consolidation,OH,36.76,34205.53,0,01-10-2018,35,Individual,,0,178438,,1,Cash
11200,60 months,14.65,Sales analyst,< 1 year,RENT,45000,Verified,01-09-2015,Current,Debt consolidation,NY,37.76,10904.23,0,01-02-2019,,Individual,,0,76885,,0,Cash
25000,60 months,7.26,area supt.,10+ years,MORTGAGE,200000,Source Verified,01-09-2015,Current,Credit card refinancing,WA,7.14,20402.34,0,01-02-2019,,Individual,,0,243452,,1,Cash
22500,36 months,8.18,Speech Language Pathologist,1 year,MORTGAGE,75000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,AZ,19.02,25239.5900000574,0,01-02-2018,43,Individual,,0,315508,,1,Cash
6025,36 months,11.53,Practice Manager,1 year,RENT,40000,Source Verified,01-09-2015,Charged Off,Debt consolidation,MA,17.85,3176.46,0,01-01-2017,,Individual,,0,92883,,0,Cash
2500,36 months,12.69,intern Manager,10+ years,RENT,68000,Source Verified,01-09-2015,Fully Paid,Other,IL,37.42,2991.3165474034,0,01-02-2018,,Individual,,1,90934,,2,Cash
32000,60 months,19.19,Technician,2 years,OWN,70000,Verified,01-09-2015,Charged Off,Home improvement,SC,16.89,11325.42,0,01-07-2016,,Individual,,0,53239,,0,Cash
10800,60 months,17.57,Squad leader,5 years,RENT,42000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,TX,34.37,13041.1389885898,0,01-01-2017,,Individual,,0,56042,,0,Cash
18000,36 months,12.69,Branch manager,3 years,MORTGAGE,52000,Verified,01-09-2015,Fully Paid,Debt consolidation,AZ,26.75,19741.96,0,01-06-2016,,Individual,,0,146468,,2,Cash
10200,60 months,13.33,Travel Agent,10+ years,MORTGAGE,50000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,IL,24.81,12575.8729154604,0,01-09-2017,,Individual,,0,67649,,1,Cash
12000,36 months,9.17,Regional sales manager,10+ years,MORTGAGE,105000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,IL,16.23,12491.95,0,01-02-2016,,Individual,,0,348629,,7,Cash
11000,60 months,12.29,Staff Accountant,7 years,MORTGAGE,51000,Source Verified,01-09-2015,Current,Credit card refinancing,MN,33.51,10091.2,0,01-02-2019,22,Individual,,0,71293,,1,Cash
4500,36 months,18.25,crew leader,10+ years,MORTGAGE,31000,Source Verified,01-09-2015,Charged Off,Debt consolidation,MI,5.03,4725.42,0,01-02-2018,66,Individual,,0,59385,,1,Cash
9600,36 months,12.29,housekeeping,1 year,RENT,25000,Source Verified,01-09-2015,Charged Off,Credit card refinancing,NY,24.48,6034.04,0,01-02-2017,81,Individual,,0,16385,,0,Cash
11200,36 months,14.65,VP of Operations,10+ years,RENT,38000,Source Verified,01-09-2015,Charged Off,Home improvement,AL,5.37,4766.27,0,01-08-2016,,Individual,,0,3681,,0,Cash
21000,36 months,12.69,Solutions manager,5 years,MORTGAGE,50000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,PA,5.78,23248.96,0,01-08-2016,25,Individual,,0,124738,,1,Cash
8000,36 months,12.29,biller,10+ years,RENT,60000,Source Verified,01-09-2015,Fully Paid,Other,FL,11.28,9591.7861469497,0,01-09-2018,,Individual,,0,83282,,5,Cash
9000,36 months,8.18,CAREGIVER,3 years,RENT,30000,Not Verified,01-09-2015,Fully Paid,Debt consolidation,TX,27.8,10187.7204935802,15.0000000149,01-08-2018,8,Individual,,0,19815,,0,Cash
15000,60 months,12.69,"Vice President, Aircraft Maintenance",10+ years,RENT,105000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,CA,12.01,18589.7838224506,0,01-12-2017,,Individual,,0,28721,,0,Cash
20000,36 months,9.99,administrator/director of operations,8 years,OWN,113648,Verified,01-09-2015,Fully Paid,Home improvement,MA,7,23187.4278509306,0,01-07-2018,14,Individual,,1,166224,,2,Cash
9500,36 months,9.99,Business Manager,1 year,MORTGAGE,28000,Verified,01-09-2015,Fully Paid,Debt consolidation,NC,19.76,10776.5406706312,0,01-07-2017,,Individual,,0,27781,,1,Cash
16000,36 months,8.18,Director,2 years,RENT,100000,Source Verified,01-09-2015,Charged Off,Debt consolidation,CA,19.34,4390.16,50.28,01-03-2016,70,Individual,,0,140569,,1,Cash
23000,60 months,17.57,Vice President,3 years,RENT,120000,Verified,01-09-2015,Fully Paid,Credit card refinancing,CA,32.67,32559.7981304992,0,01-08-2018,,Individual,,0,121637,,0,Cash
35000,36 months,15.61,sales manager,3 years,MORTGAGE,195000,Source Verified,01-09-2015,Fully Paid,Credit card refinancing,MA,22.84,41497.2884460584,0,01-03-2017,,Individual,,0,511078,,1,Cash
30000,36 months,7.26,Chairman,10+ years,MORTGAGE,650000,Source Verified,01-09-2015,Fully Paid,Credit card refinancing,TX,15.05,33438.041751262,0,01-06-2018,,Individual,,0,1067947,,3,Cash
10000,60 months,12.69,Set-up Operater,10+ years,RENT,49192,Not Verified,01-08-2015,Current,Credit card refinancing,PA,24.47,9482.85,0,01-02-2019,72,Individual,,0,28200,,0,Cash
35000,60 months,10.99,Teacher,10+ years,MORTGAGE,135000,Verified,01-09-2015,Charged Off,Debt consolidation,NY,12.15,11393.63,0,01-08-2016,,Individual,,0,447559,,4,Cash
7000,36 months,11.53,Counselor,8 years,RENT,49000,Verified,01-09-2015,Fully Paid,Other,LA,10.92,8324.8155237972,0,01-09-2018,31,Individual,,0,98333,,0,Cash
12000,36 months,11.53,Site Manager,10+ years,MORTGAGE,56400,Not Verified,01-08-2015,Fully Paid,Debt consolidation,SC,15.49,12786.63,0,01-03-2016,9,Individual,,0,205278,,1,Cash
30000,36 months,8.18,Store Manager,3 years,RENT,117000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,UT,26.32,32066.2900039489,0,01-08-2016,,Individual,,0,87629,,8,Cash
25000,60 months,12.29,technician,10+ years,MORTGAGE,110000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,MI,17.6,30761.7962708444,0,01-11-2017,,Individual,,0,191198,,6,Cash
2225,36 months,18.25,,n/a,OWN,7000,Verified,01-09-2015,Fully Paid,Moving and relocation,NY,27.44,2264.31,0,01-10-2015,,Individual,,0,5406,,0,Cash
17000,60 months,10.99,General Manager,1 year,MORTGAGE,100000,Not Verified,01-08-2015,Current,Debt consolidation,PA,9.48,15510.3,0,01-02-2019,,Individual,,0,28823,,3,Cash
10400,36 months,13.33,Patient Advocate,2 years,RENT,36000,Source Verified,01-09-2015,Charged Off,Debt consolidation,NJ,15.47,6737.56,0,01-03-2017,,Individual,,0,38056,,0,Cash
4800,36 months,9.17,Splice Service Tech,10+ years,MORTGAGE,88000,Source Verified,01-08-2015,Fully Paid,Other,MA,10.91,5506.219543315,0,01-08-2018,23,Individual,,0,316405,,5,Cash
11200,60 months,17.57,Insurance Agent,5 years,RENT,65000,Verified,01-08-2015,Fully Paid,Debt consolidation,FL,12.17,12079.4,0,01-01-2016,74,Individual,,0,28490,,3,Cash
18000,60 months,19.99,Analyst,3 years,RENT,59000,Verified,01-08-2015,Charged Off,Debt consolidation,NY,14.18,15921.39,23.84,01-06-2018,,Individual,,0,18801,,0,Cash
10000,36 months,8.18,Firefighter,10+ years,MORTGAGE,72000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,NY,13.13,11329.4820135658,0,01-10-2018,,Individual,,0,108359,,1,Cash
14425,36 months,9.99,Crane inspector,7 years,MORTGAGE,65000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,TX,13.79,16276.2093569078,0,01-05-2017,,Individual,,0,441392,,2,Cash
2200,36 months,15.61,Accounting,< 1 year,MORTGAGE,80000,Verified,01-08-2015,Fully Paid,Credit card refinancing,NJ,25.77,2289.18,0,01-12-2015,22,Individual,,0,84566,,5,Cash
11550,60 months,16.55,Mechanic,3 years,RENT,28912,Not Verified,01-08-2015,Fully Paid,Debt consolidation,FL,16.93,14173.1171505438,15.0000001187,01-05-2017,,Individual,,0,16293,,0,Cash
12375,60 months,24.99,Restricted Funds Accountant,6 years,MORTGAGE,34400,Verified,01-08-2015,Charged Off,Debt consolidation,MO,10.4,8698.66,0,01-09-2017,,Individual,,0,105577,,1,Cash
7000,36 months,10.99,painter,10+ years,MORTGAGE,30000,Source Verified,01-08-2015,Fully Paid,Home improvement,PA,20.64,7876.371397233,0,01-01-2017,,Individual,,0,137840,,1,Cash
35000,60 months,17.57,Owner / Operator,10+ years,MORTGAGE,115000,Verified,01-09-2015,Current,Debt consolidation,OK,34.58,36036.68,0,01-02-2019,,Individual,,0,205414,,3,Cash
20000,36 months,12.69,Sales Representative,1 year,OWN,80000,Not Verified,01-08-2015,Fully Paid,Credit card refinancing,NY,20.12,23380.2380523309,0,01-06-2017,,Individual,,0,193494,,1,Cash
1725,36 months,18.55,Cashier,< 1 year,RENT,27000,Source Verified,01-09-2015,Fully Paid,Other,WA,4.49,2075.8256425123,0,01-06-2017,,Individual,,0,846,,0,Cash
17500,36 months,13.33,server,2 years,OWN,38056,Verified,01-08-2015,Charged Off,Debt consolidation,CA,21.29,7206.83,0,01-07-2016,,Individual,,0,16305,,0,Cash
15750,36 months,14.65,LPN,10+ years,MORTGAGE,41000,Not Verified,01-08-2015,Fully Paid,Home improvement,AL,10.32,19532.4991678352,0,01-08-2018,,Individual,,0,117072,,2,Cash
4000,36 months,12.69,Lineman,1 year,OWN,35000,Source Verified,01-09-2015,Fully Paid,Debt consolidation,MS,7.38,4796.7499722632,0,01-02-2018,,Individual,,0,5128,,0,Cash
28475,60 months,18.55,Interventional Radiology Technologist,10+ years,MORTGAGE,68000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,MN,29.54,37110.3057857569,0,01-07-2017,,Individual,,0,248640,,3,Cash
6500,36 months,16.55,Manager,3 years,RENT,30000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,GA,10.24,8277.611761246,0,01-08-2018,,Individual,,0,10784,,0,Cash
24000,36 months,13.99,Director of Tennis,3 years,RENT,80000,Verified,01-08-2015,Charged Off,Debt consolidation,NJ,29.18,8928.85,0,01-06-2016,41,Individual,,0,63994,,0,Cash
15000,36 months,16.99,,n/a,RENT,30000,Source Verified,01-09-2015,Charged Off,Debt consolidation,FL,36.2,13068.54,0,01-12-2017,,Individual,,0,37702,,1,Cash
16000,60 months,17.57,,n/a,MORTGAGE,65000,Not Verified,01-08-2015,Current,Debt consolidation,NV,20.4,16552.22,0,01-02-2019,,Individual,,0,150459,,2,Cash
15100,60 months,22.99,Technician,10+ years,OWN,42000,Verified,01-08-2015,Current,Debt consolidation,IL,10.26,17855.49,0,01-02-2019,,Individual,,0,11235,,0,Cash
15475,36 months,19.99,paralegal,2 years,RENT,35000,Verified,01-08-2015,Fully Paid,Debt consolidation,NJ,26.92,20436.3775390041,0,01-02-2018,,Individual,,0,26406,,0,Cash
12000,60 months,7.26,"Fitness Attendant, Yoga instructor",1 year,MORTGAGE,27000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,VA,26.85,13241.9698325821,0,01-09-2017,,Individual,,0,25616,,2,Cash
10000,36 months,12.29,Server,1 year,RENT,40000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,CA,22.02,12000.245567975,0,01-08-2018,,Individual,,0,22200,,0,Cash
18000,60 months,11.53,Assistant Director,10+ years,MORTGAGE,67000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,MO,29.39,20192.73,0,01-10-2016,,Individual,,0,200552,,3,Cash
9000,36 months,7.89,Social worker,2 years,RENT,69000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,CA,29.09,9933.2869308473,0,01-06-2017,38,Individual,,0,217150,,0,Cash
6000,36 months,12.69,ES Supervisor,5 years,OWN,42000,Verified,01-09-2015,Fully Paid,Debt consolidation,IL,17.69,7237.215765633,0,01-09-2018,17,Individual,,0,13065,,0,Cash
16000,60 months,16.99,Teacher,10+ years,OWN,67000,Not Verified,01-08-2015,Current,Credit card refinancing,NY,34.19,16682.42,0,01-02-2019,42,Individual,,0,270393,,2,Cash
28000,36 months,6.24,Software Architect,5 years,MORTGAGE,130000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,OK,12.41,30118.9741128299,0,01-03-2017,,Individual,,0,359844,,3,Cash
21000,36 months,6.24,Maint.Tech.,10+ years,MORTGAGE,65000,Not Verified,01-08-2015,Fully Paid,Credit card refinancing,OH,28.49,21162.24,0,01-10-2015,36,Individual,,0,104857,,1,Cash
15000,60 months,19.19,Operator,4 years,MORTGAGE,125000,Not Verified,01-08-2015,Current,Home improvement,TX,23.8,16400.83,0,01-02-2019,11,Individual,,0,178014,,1,Cash
3000,36 months,12.69,Clinical Trials Coordinator,1 year,RENT,32000,Source Verified,01-08-2015,Fully Paid,Other,NY,5.63,3586.1239008459,0,01-12-2017,,Individual,,0,317503,,0,Cash
8000,36 months,12.29,Case Administrator,10+ years,RENT,69120,Not Verified,01-08-2015,Fully Paid,Debt consolidation,VA,3.32,8842.94,0,01-07-2016,31,Individual,,0,2888,,3,Cash
10000,36 months,6.89,maintenance,10+ years,OWN,65000,Not Verified,01-09-2015,Fully Paid,Credit card refinancing,MI,11.17,10807.7340230913,0,01-03-2017,,Individual,,0,21114,,3,Cash
6000,36 months,6.24,"Manager, Communications",3 years,RENT,80000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,NY,11.12,6592.554814139,0,01-08-2018,,Individual,,0,59499,,0,Cash
4775,36 months,17.57,Project mgr,7 years,MORTGAGE,55000,Source Verified,01-09-2015,Fully Paid,Business,IN,12.66,5414.1800003669,0,01-07-2016,32,Individual,,0,130096,,2,Cash
3000,36 months,13.99,Payroll coordinator,4 years,MORTGAGE,30000,Verified,01-08-2015,Fully Paid,Debt consolidation,OK,24.76,3683.5392493518,0,01-06-2018,36,Individual,,0,136890,,2,Cash
24000,60 months,13.33,Utilities Operator,5 years,MORTGAGE,100000,Verified,01-08-2015,Current,Debt consolidation,AK,27.15,23088.11,0,01-02-2019,,Individual,,0,220992,,1,Cash
35000,60 months,18.25,VP Controller,< 1 year,MORTGAGE,180000,Verified,01-08-2015,Fully Paid,Debt consolidation,TX,9.91,47963.6841504514,0,01-01-2018,3,Individual,,0,381542,,3,Cash
10000,60 months,18.25,Cardiovascular specialist,3 years,OWN,80000,Source Verified,01-08-2015,Current,Business,NY,4.88,10750.3,15,01-02-2019,4,Individual,,0,14203,,0,Cash
12000,60 months,13.33,Assistant Manager,10+ years,MORTGAGE,40000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,AL,17.16,14703.057493573,0,01-08-2017,,Individual,,0,84560,,2,Cash
6500,36 months,7.26,RN Clinical Analyst,10+ years,MORTGAGE,90000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,IN,12.16,7256.9161531915,0,01-09-2018,,Individual,,0,380922,,3,Cash
28000,36 months,6.24,Physician,7 years,MORTGAGE,320000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,AL,15.35,30794.430430489,0,01-09-2018,,Individual,,0,1136584,,3,Cash
3550,36 months,16.99,Head Kit cook,10+ years,RENT,22000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,WA,17.95,4552.427460626,0,01-08-2018,63,Individual,,0,12622,,0,Cash
17000,36 months,12.29,Customer Relations Manager,10+ years,OWN,34000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,NC,25.73,19889.5372586689,0,01-06-2017,,Individual,,0,26227,,0,Cash
6500,36 months,13.99,accounting manager,10+ years,RENT,90000,Source Verified,01-08-2015,Fully Paid,Medical expenses,NY,4.47,7992.3551397647,0,01-08-2018,16,Individual,,0,25753,,0,Cash
35000,36 months,15.61,Analyst,3 years,OWN,117500,Verified,01-08-2015,Fully Paid,Debt consolidation,MI,15.05,38738,0,01-05-2016,10,Individual,,0,77408,,1,Cash
35000,36 months,13.33,Field Operations Advisor,2 years,MORTGAGE,92000,Verified,01-08-2015,Charged Off,Debt consolidation,IL,12.41,7232.32,0,01-03-2016,20,Individual,,0,384378,,6,Cash
30000,36 months,7.89,,n/a,MORTGAGE,150000,Source Verified,01-08-2015,Charged Off,Debt consolidation,VA,17.99,21687.43,93.86,01-08-2017,61,Individual,,0,476993,,1,Cash
12250,36 months,16.55,,n/a,RENT,24502,Verified,01-09-2015,Fully Paid,Credit card refinancing,FL,38.66,15553.264709231,0,01-05-2018,51,Individual,,0,24817,,4,Cash
20000,36 months,5.32,Maintenance tech,8 years,MORTGAGE,60000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,MI,17.62,21665.0289980984,0,01-06-2018,,Individual,,0,45834,,0,Cash
15000,36 months,13.33,Operating technology,10+ years,RENT,100000,Verified,01-08-2015,Fully Paid,Credit card refinancing,IN,16.93,18258.4394780255,0,01-08-2018,64,Individual,,0,39527,,0,Cash
10200,36 months,7.26,Mabager,10+ years,MORTGAGE,65000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,FL,10.57,10764.47,0,01-06-2016,,Individual,,0,249909,,2,Cash
3200,36 months,12.29,Certified Nursing Assistant,3 years,RENT,36000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,FL,16.3,3687.1908220798,0,01-03-2017,54,Individual,,1,11981,,1,Cash
6000,36 months,8.18,Quality Test Engineer,2 years,RENT,62000,Verified,01-08-2015,Fully Paid,Major purchase,NY,16.99,6622.4982507224,0,01-04-2017,4,Individual,,0,27163,,0,Cash
5000,36 months,11.53,Nurse,4 years,RENT,52000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,CA,19.69,5931.7813513455,0,01-08-2018,8,Individual,,0,41589,,0,Cash
5000,36 months,9.17,School Teacher,8 years,RENT,68000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,NY,8.6,5285.6100000046,0,01-05-2016,49,Individual,,0,16509,,0,Cash
